,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ADGRB3,263.9992472857751,-3.8590570613650845,0.991972885416604,-3.919216101117148,8.883743562429021e-05,0.0004780760273449706
BCYRN1,1297.6560789461028,-7.461820166694515,0.685337119936673,-10.79076208206289,3.806200867225714e-27,6.424419275539684e-25
BCYRN1P1,731.7432147350443,-7.310119021609081,0.6798378043412152,-10.61123784796424,2.642250587867715e-26,4.032805232355118e-24
C3AR1,187.74133221258256,-3.247108219849481,0.8405315590663109,-4.0075113883671,6.136190363236854e-05,0.0003449683508673948
MYRF,4110.424564846312,-6.123960316462875,0.8611644061208467,-6.8483657381075345,7.46983936490403e-12,1.6537213291938065e-10
CA2,949.0588399332094,-5.855034647858162,1.3489045787382572,-4.096663956838719,4.191466580299121e-05,0.0002447495768317114
CA4,89.24324393923153,-7.917292120146139,1.0405900185215449,-7.340502439559763,2.127934944688928e-13,6.021594211331765e-12
CA7,31.681221630458726,-8.758920284022212,1.7426819776831177,-4.42931552495922,9.453263412473295e-06,6.520479335517037e-05
CA11,1985.27019362325,-4.450758259198024,0.546372515727275,-8.241260818888273,1.704053026555515e-16,7.937678172724666e-15
CACNA1E,242.38972355967292,-5.387913039509545,1.2702688873951007,-4.01945791537837,5.833219985832975e-05,0.00032948506746750274
CACNA1F,7.16785692951869,-7.438419018010628,1.5734985062028088,-4.285423160543837,1.8239168228409765e-05,0.00011619775602708478
CALB2,210.25925881600102,-3.6911337774973294,1.1544992583806655,-3.2260122018795028,0.0012552800533046405,0.004805096831579957
CAMK2A,2951.88785451926,-8.502953066443158,1.2634113417034993,-6.584937067010801,4.550781083553329e-11,8.993120689495815e-10
CAMK2B,833.8049466384031,-6.353993103357055,0.9586088869279821,-6.455321136583763,1.0798965755494448e-10,1.9863174576163956e-09
CAPN3,1449.1028093037057,-5.385401442425843,0.5942430278032378,-8.948313365456688,3.6095511200716477e-19,2.2813317145228163e-17
CCK,320.5831777371507,-7.978496916385022,1.484999132905317,-4.878251016577036,1.0703066033052218e-06,9.200532556992222e-06
CD247,9.916512061038242,-3.9448122530736542,1.1846796129527726,-3.333467736428304,0.0008577061851069819,0.003471230081164984
CD22,811.6444893080364,-8.423776540376668,0.8627783329850139,-9.467912460042688,2.8549195117243046e-21,2.288241912553553e-19
CDKN1C,473.1894700325285,-5.534274987072875,0.8343928751588665,-6.533717274693263,6.415700612903182e-11,1.2256465604969635e-09
CEBPA,243.93981963578204,-3.4898241742950162,1.0269150814584822,-3.4748189844445423,0.0005111981801533766,0.002207754452336091
CHKA,2051.114687411916,-3.0404126950236927,0.3110726849804042,-10.130925283309775,4.028193937115581e-24,4.66068535611268e-22
CHN2,352.19047136097777,-5.362900974692394,0.9098641915669343,-5.786426059383163,7.189971320032737e-09,9.786956217126155e-08
CHRNB2,99.47708857832856,-6.4887160885386646,0.8334244355507002,-7.662269173010923,1.8267626405066215e-14,6.10922228516282e-13
CKB,9451.903191239773,-3.2075285661438238,0.6165891947016131,-5.354207786487365,8.593206774461673e-08,9.404022699710269e-07
CNGB1,41.337595019173946,-6.303546182468196,1.3520064162659575,-4.352887273301422,1.3435624353806956e-05,8.88299090341329e-05
CNGA4,20.344225361464424,-3.302553923264484,0.5940216983492076,-5.764103559651329,8.209299894010058e-09,1.1048670317013349e-07
NTRK2,4381.099014705421,-3.50573497702756,1.0125583966052676,-3.504953275390787,0.0004566874255941428,0.002006767073506636
OMG,769.7884125355909,-7.347172859349733,1.5559664926422407,-4.244127334636595,2.1944572342242385e-05,0.00013718465333078497
OPRD1,30.79597910570636,-4.599782925444746,1.2159524436413958,-3.673898293777641,0.00023887784775305235,0.001145170773422748
PCSK6,704.1309574172366,-5.76364410188659,1.4002267130601729,-3.803651083811278,0.00014257896772935436,0.0007246122741810298
CDK18,3185.0924724388096,-3.7833443583741775,1.1085444899659576,-3.4939429249644447,0.00047594275754179235,0.002078645583699268
PDE2A,766.6254805857195,-4.819466063925538,1.1384387378169052,-4.104439399857572,4.0529649145499864e-05,0.0002375322207068981
PDE1B,229.8567292004704,-8.173469228113829,1.284790051335628,-5.954628486837125,2.6066327489885047e-09,3.871362323989449e-08
PDK4,1018.2840538487434,-5.917648945544639,0.5726806169138325,-10.247101335991442,1.2194578131691746e-24,1.4953471150032607e-22
PDYN,50.51242355475924,-8.791451878926498,1.9594082534971724,-3.820491058478517,0.00013318623392500383,0.0006828766610683842
